"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Monica Gerson"||"7/18/2014 9:02:49 AM"|"BTIG Research Initiates Clorox Company With Neutral"|"Analysts at BTIG Research initiated coverage on shares of Clorox Company (The) (NYSE: CLX <http://feeds.benzinga.com/stock/clx#NYSE> ) with a ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/HrpTpqOvxz0> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/HrpTpqOvxz0/btig-research-initiates-clorox-company-with-neutral> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at BTIG Research initiated coverage on shares of Clorox Company (The) (NYSE: <a class=""ticker"" href=""/stock/clx#NYSE"">CLX</a>) with a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/HrpTpqOvxz0"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/HrpTpqOvxz0/btig-research-initiates-clorox-company-with-neutral"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/18/2014 8:56:06 AM"|"Wedbush Initiates Masonite At Outperform"|"Analysts at Wedbush initiated coverage on shares of Masonite International (NYSE: DOOR <http://feeds.benzinga.com/stock/door#NYSE> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/y0JPnquCCTk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/y0JPnquCCTk/wedbush-initiates-masonite-at-outperform> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Wedbush initiated coverage on shares of Masonite International (NYSE: <a class=""ticker"" href=""/stock/door#NYSE"">DOOR</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/y0JPnquCCTk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/y0JPnquCCTk/wedbush-initiates-masonite-at-outperform"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/18/2014 8:55:50 AM"|"UPDATE: Wedbush Initiates Coverage On Masonite International As Industry Consolidation Opens Doors"|"In a report published Friday, Wedbush analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/FPF45SsXVVs> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/FPF45SsXVVs/update-wedbush-initiates-coverage-on-masonite-internatio> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Friday, Wedbush analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/FPF45SsXVVs"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/FPF45SsXVVs/update-wedbush-initiates-coverage-on-masonite-internatio"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/18/2014 8:53:50 AM"|"Buckingham Research Initiates Wendy's With Buy, Shares Gain"|"Analysts at Buckingham Research initiated coverage on Wendy's Company (The) (NASDAQ: WEN <http://feeds.benzinga.com/stock/wen#NASDAQ> ) with a Buy ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/K4kZeOHfLh0> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/K4kZeOHfLh0/buckingham-research-initiates-wendys-with-buy-shares-gain> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Buckingham Research initiated coverage on Wendy&#039;s Company (The) (NASDAQ: <a class=""ticker"" href=""/stock/wen#NASDAQ"">WEN</a>) with a Buy ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/K4kZeOHfLh0"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/K4kZeOHfLh0/buckingham-research-initiates-wendys-with-buy-shares-gain"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/21/2014 7:58:54 AM"|"Piper Jaffray Initiates TCP International At Overweight"|"Analysts at Piper Jaffray initiated coverage on TCP International Holdings ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/QXJr8t7V-so> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/QXJr8t7V-so/piper-jaffray-initiates-tcp-international-at-overweight> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Piper Jaffray initiated coverage on TCP International Holdings ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/QXJr8t7V-so"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/QXJr8t7V-so/piper-jaffray-initiates-tcp-international-at-overweight"">View article...</A></p></body></html>"
|"Lisa Levin"||"7/21/2014 9:35:24 AM"|"Benzinga's Top Initiations"|"Analysts at Piper Jaffray initiated coverage on TCP International Holdings ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/OmOVL7sXrL0> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/OmOVL7sXrL0/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Piper Jaffray initiated coverage on TCP International Holdings ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/OmOVL7sXrL0"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/OmOVL7sXrL0/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/21/2014 9:32:07 AM"|"Goldman Sachs Initiates Adeptus Health With Overweight"|"Goldman Sachs initiated coverage on shares of Adeptus Health ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/KJtdchFsPaY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/KJtdchFsPaY/goldman-sachs-initiates-adeptus-health-with-overweight> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Goldman Sachs initiated coverage on shares of Adeptus Health ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/KJtdchFsPaY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/KJtdchFsPaY/goldman-sachs-initiates-adeptus-health-with-overweight"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/21/2014 9:23:03 AM"|"Raymond James Initiates GoPro At Market Perform, Shares Gain"|"Analysts at Raymond James initiated coverage on shares ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/73YaZDnP-vE> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/73YaZDnP-vE/raymond-james-initiates-gopro-at-market-perform-shares-gain> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Raymond James initiated coverage on shares ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/73YaZDnP-vE"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/73YaZDnP-vE/raymond-james-initiates-gopro-at-market-perform-shares-gain"">View article...</A></p></body></html>"
|"Garrett Cook"||"7/21/2014 9:17:53 AM"|"5 Analysts Initiate Coverage On GoPro"|"GoPro (NASDAQ: GPRO <http://feeds.benzinga.com/stock/gpro#NASDAQ> ) shares have spiked up ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/_4awuQjDsAY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/_4awuQjDsAY/5-analysts-initiate-coverage-on-gopro> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <strong>GoPro</strong> (NASDAQ: <a class=""ticker"" href=""/stock/gpro#NASDAQ"">GPRO</a>) shares have spiked up ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/_4awuQjDsAY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/_4awuQjDsAY/5-analysts-initiate-coverage-on-gopro"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/21/2014 9:15:00 AM"|"Craig-Hallum Initiates Tessera Technologies with Buy "|"Analysts at Craig-Hallum initiated coverage on shares of Tessera Technologies (NASDAQ: TSRA <http://feeds.benzinga.com/stock/tsra#NASDAQ> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/4jBZfQw8h8A> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/4jBZfQw8h8A/craig-hallum-initiates-tessera-technologies-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Craig-Hallum initiated coverage on shares of Tessera Technologies (NASDAQ: <a class=""ticker"" href=""/stock/tsra#NASDAQ"">TSRA</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/4jBZfQw8h8A"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/4jBZfQw8h8A/craig-hallum-initiates-tessera-technologies-with-buy"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/21/2014 12:11:51 PM"|"UPDATE: Stifel Initiates Coverage On GoPro"|"Earlier Monday, Stifel initiated coverage on ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/GtTCRyNIhhk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/GtTCRyNIhhk/update-stifel-initiates-coverage-on-gopro> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Earlier Monday, Stifel initiated coverage on ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/GtTCRyNIhhk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/GtTCRyNIhhk/update-stifel-initiates-coverage-on-gopro"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/21/2014 11:38:43 AM"|"UPDATE: Jefferies Initiates Coverage On Amphastar Pharmaceuticals"|"In a note released Monday morning Jefferies analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/r8jpsDfbjYM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/r8jpsDfbjYM/update-jefferies-initiates-coverage-on-amphastar-pharmac> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Monday morning Jefferies analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/r8jpsDfbjYM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/r8jpsDfbjYM/update-jefferies-initiates-coverage-on-amphastar-pharmac"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/21/2014 11:16:51 AM"|"UPDATE: Morgan Stanley Initiates Coverage On Balanced Risk-Reward"|"In a report published Monday, Morgan ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XPKSyaWrlzE> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XPKSyaWrlzE/update-morgan-stanley-initiates-coverage-on-balanced-ris> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Morgan ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XPKSyaWrlzE"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XPKSyaWrlzE/update-morgan-stanley-initiates-coverage-on-balanced-ris"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/21/2014 4:01:46 PM"|"GoPro Sees Spike Up As Analyst Quiet Period Ends"|"As the the analyst quiet period ends for GoPro (NASDAQ: GPRO <http://feeds.benzinga.com/stock/gpro#NASDAQ> ), a ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/dTJsFXknF0Q> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/dTJsFXknF0Q/gopro-sees-spike-up-as-analyst-quiet-period-ends> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  As the the analyst quiet period ends for <strong>GoPro </strong>(NASDAQ: <a class=""ticker"" href=""/stock/gpro#NASDAQ"">GPRO</a>), a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/dTJsFXknF0Q"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/dTJsFXknF0Q/gopro-sees-spike-up-as-analyst-quiet-period-ends"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/21/2014 2:03:24 PM"|"UPDATE: Barclays Initiates Coverage On GoPro"|"Earlier Monday, Barclays analyst Joseph Wolf ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/nIb8Gju6R5E> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/nIb8Gju6R5E/update-barclays-initiates-coverage-on-gopro> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Earlier Monday, Barclays analyst Joseph Wolf ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/nIb8Gju6R5E"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/nIb8Gju6R5E/update-barclays-initiates-coverage-on-gopro"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/22/2014 12:35:53 PM"|"UPDATE: Tigress Financial Initiates Coverage On Weibo"|"Earlier Tuesday, Tigress Financial analyst Philip Van Deusen initiated coverage on Weibo ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/sVXLhcY5vWk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/sVXLhcY5vWk/update-tigress-financial-initiates-coverage-on-weibo> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Earlier Tuesday, Tigress Financial analyst Philip Van Deusen initiated coverage on <strong>Weibo ...</strong></p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/sVXLhcY5vWk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/sVXLhcY5vWk/update-tigress-financial-initiates-coverage-on-weibo"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/22/2014 11:57:54 AM"|"UPDATE: Tigress Financial Initiates Coverage On Twitter"|"In a note released Tuesday morning, Tigress analyst Philip ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/gjhGHwW4-G4> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/gjhGHwW4-G4/update-tigress-financial-initiates-coverage-on-twitter> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Tuesday morning, Tigress analyst Philip ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/gjhGHwW4-G4"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/gjhGHwW4-G4/update-tigress-financial-initiates-coverage-on-twitter"">View article...</A></p></body></html>"
|"Lisa Levin"||"7/22/2014 9:47:15 AM"|"Benzinga's Top Initiations "|"Analysts at Topeka Capital initiated coverage on Quality Systems (NASDAQ: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/s3zQ12IpUq8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/s3zQ12IpUq8/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Topeka Capital initiated coverage on Quality Systems (NASDAQ: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/s3zQ12IpUq8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/s3zQ12IpUq8/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/22/2014 9:24:42 AM"|"UPDATE: UBS Securities Initiates Coverage On NextEra Energy Partners LP As YieldCo Is A Cut Above The Rest"|"In a report published Tuesday, UBS Securities analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XeSIQfelols> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XeSIQfelols/update-ubs-securities-initiates-coverage-on-nextera-ener> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, UBS Securities analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XeSIQfelols"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XeSIQfelols/update-ubs-securities-initiates-coverage-on-nextera-ener"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/22/2014 8:46:24 AM"|"Deutsche Bank Initiates Trinseo At Buy"|"Analysts at Deutsche Bank initiated coverage on shares of Trinseo SA ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/f-2LqTeF2Gk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/f-2LqTeF2Gk/deutsche-bank-initiates-trinseo-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Deutsche Bank initiated coverage on shares of Trinseo SA ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/f-2LqTeF2Gk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/f-2LqTeF2Gk/deutsche-bank-initiates-trinseo-at-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/22/2014 8:28:58 AM"|"UBS Initiates NextEra Energy Partners With Neutral"|"Analysts at UBS initiated coverage on shares of NextEra Energy Partners LP ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/IVuFYW6q8Us> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/IVuFYW6q8Us/ubs-initiates-nextera-energy-partners-with-neutral> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at UBS initiated coverage on shares of NextEra Energy Partners LP ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/IVuFYW6q8Us"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/IVuFYW6q8Us/ubs-initiates-nextera-energy-partners-with-neutral"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/22/2014 7:46:30 AM"|"Canaccord Genuity Initiates Actinium Pharmaceuticals At Buy"|"Analysts at Canaccord Genuity initiated coverage on shares of Actinium Pharmaceuticals (NYSE: ATNM <http://feeds.benzinga.com/stock/atnm#NYSE> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/_RBh6PTSZGQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/_RBh6PTSZGQ/canaccord-genuity-initiates-actinium-pharmaceuticals-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Canaccord Genuity initiated coverage on shares of Actinium Pharmaceuticals (NYSE: <a class=""ticker"" href=""/stock/atnm#NYSE"">ATNM</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/_RBh6PTSZGQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/_RBh6PTSZGQ/canaccord-genuity-initiates-actinium-pharmaceuticals-at-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/22/2014 7:26:44 AM"|"Topeka Capital Initiates Quality Systems With Buy"|"Analysts at Topeka Capital initiated coverage on Quality Systems (NASDAQ: QSII <http://feeds.benzinga.com/stock/qsii#NASDAQ> ) with a ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/KreaGZE-_HM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/KreaGZE-_HM/topeka-capital-initiates-quality-systems-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Topeka Capital initiated coverage on Quality Systems (NASDAQ: <a class=""ticker"" href=""/stock/qsii#NASDAQ"">QSII</a>) with a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/KreaGZE-_HM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/KreaGZE-_HM/topeka-capital-initiates-quality-systems-with-buy"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/22/2014 1:44:40 PM"|"Tigress Financial Initiates Coverage On Yelp"|"On Tuesday, Tigress Financial analyst, Philip Van Deusen ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XXTEiTUoRAw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XXTEiTUoRAw/tigress-financial-initiates-coverage-on-yelp> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>On Tuesday, Tigress Financial analyst, Philip Van Deusen ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XXTEiTUoRAw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XXTEiTUoRAw/tigress-financial-initiates-coverage-on-yelp"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/23/2014 7:16:58 AM"|"Buckingham Research Initiates Jazz Pharmaceuticals With Buy"|"Analysts at Buckingham Research initiated coverage on Jazz Pharmaceuticals plc (NASDAQ: JAZZ <http://feeds.benzinga.com/stock/jazz#NASDAQ> ) with ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/HvcO5jn6250> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/HvcO5jn6250/buckingham-research-initiates-jazz-pharmaceuticals-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Buckingham Research initiated coverage on Jazz Pharmaceuticals plc (NASDAQ: <a class=""ticker"" href=""/stock/jazz#NASDAQ"">JAZZ</a>) with ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/HvcO5jn6250"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/HvcO5jn6250/buckingham-research-initiates-jazz-pharmaceuticals-with-buy"">View article...</A></p></body></html>"
|"Lisa Levin"||"7/23/2014 9:13:04 AM"|"Benzinga's Top Initiations"|"Analysts at Buckingham Research initiated coverage on Jazz Pharmaceuticals plc ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/gvFlR1m0HCI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/gvFlR1m0HCI/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Buckingham Research initiated coverage on Jazz Pharmaceuticals plc ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/gvFlR1m0HCI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/gvFlR1m0HCI/benzingas-top-initiations"">View article...</A></p></body></html>"
